geneName,zy,zy,zy,zy,early2cell,early2cell,early2cell,early2cell,early2cell,early2cell,early2cell,early2cell,mid2cell,16cell
gene5443,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.428250,0.000000
gene5444,134.770252,124.877861,126.330580,115.814742,112.898029,112.096040,105.122789,92.201429,78.282933,113.133920,114.890686,148.442525,84.615134,428.290994
gene5445,0.032067,1.340905,1.767372,2.319027,0.363885,0.374693,0.728951,0.000000,3.138493,4.763704,1.675075,2.934931,3.028184,0.000000
gene5446,0.000000,0.000000,0.022420,0.096661,0.028956,1.335325,0.000000,0.000000,0.000000,0.000000,0.000000,0.012471,0.911149,0.000000
gene5447,0.000000,0.915030,0.000000,0.000000,0.000000,0.000000,0.098451,0.000000,0.000000,1.320029,0.974538,0.000000,0.000000,0.000000
gene5448,4.664891,2.234757,2.559322,2.261756,0.000000,0.768447,1.076391,2.628392,1.984770,1.493537,1.652499,3.861619,0.434729,0.000000
gene5449,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5453,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5454,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5457,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5458,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5459,140.259063,107.268019,117.443956,118.906218,89.151418,70.591822,91.986564,73.874543,70.267764,80.345139,83.481713,69.398312,141.315905,73.721702
gene5460,49.776698,49.920431,42.942400,42.610954,53.278188,36.973510,54.399809,53.390123,46.333352,61.032323,52.253816,70.964782,175.730123,0.000000
gene5461,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5462,48.659152,57.805799,46.791858,45.574752,60.086182,50.592376,37.908757,49.603590,45.646143,59.408992,58.958466,36.224304,41.446425,0.000000
gene5463,31.729185,28.133216,32.973110,22.906037,48.217687,42.724099,43.736182,42.203805,30.122656,38.217008,35.726648,38.398284,8.355541,273.157880
gene5464,580.256061,640.451291,590.092277,695.208673,670.108997,691.010810,635.670690,592.592563,636.757155,681.583965,561.382521,528.438369,1315.862047,1088.912253
gene5465,566.217373,702.178594,756.524786,764.742269,885.419924,912.200857,786.713285,748.799732,875.269751,782.365173,656.873637,723.863119,826.872117,862.368838
gene5466,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5467,5.739650,10.667389,15.402187,13.245579,9.039351,9.609336,13.069690,0.000000,5.049191,11.895712,6.482327,16.998408,10.824361,0.000000
gene5468,0.092321,0.000000,0.011062,0.000000,0.028572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.043354,0.000000
gene5469,0.000000,0.000000,0.434390,0.012740,0.000000,0.000000,0.000000,0.000000,0.000000,0.037902,0.089192,0.000000,0.000000,0.000000
gene5470,31.887517,37.432316,43.995767,29.724085,20.040290,12.251146,21.748677,10.803306,13.852182,18.621961,18.539430,11.260103,13.841236,0.000000
gene5471,36.162382,56.775753,23.132861,27.575293,21.375520,31.227722,44.801431,11.694951,36.245045,37.420642,27.645490,25.471904,12.910711,0.000000
gene5472,0.455800,0.355513,1.281293,0.196209,0.000000,0.131686,2.391101,0.000000,1.889563,0.056127,0.176108,3.703649,0.038801,128.452091
gene5473,0.011068,0.866461,0.464132,0.895690,0.068506,0.055425,0.000000,0.000000,0.000000,0.014174,0.066709,0.073761,0.000000,0.000000
gene5474,4.721848,4.338745,5.787440,1.633094,4.822221,6.445833,14.278156,10.687740,5.451301,11.617005,10.058477,12.000622,0.689728,0.000000
gene5475,0.426401,0.694697,0.534122,0.634097,4.558764,0.097060,0.377653,0.000000,0.468241,0.347502,0.545168,0.000000,0.000000,0.000000
gene5476,66.207143,55.599053,70.626881,99.291246,76.672782,48.128454,23.581438,25.029672,29.370268,49.232292,54.065757,7.401437,179.625441,345.278028
gene5477,4.018560,5.356848,5.134267,5.048408,4.885907,0.102674,8.189694,6.561624,7.925210,4.174898,3.624980,2.240927,1.270613,1.161968
gene5478,5.090120,8.280018,9.816817,6.702341,22.324018,8.553551,9.723604,7.177629,23.243682,15.529894,12.058785,26.558102,62.294269,0.000000
gene5479,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043999,0.000000,0.000000,0.000000,0.000000,0.000000
gene5480,0.000000,0.000000,0.000000,0.105166,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5481,16.427284,6.980970,8.100441,10.538280,2.973316,4.187466,2.734781,5.319585,2.292358,5.118943,3.050244,2.355602,0.630040,0.000000
gene5482,31.918229,22.672721,29.593082,61.943310,12.552439,9.903257,36.814839,22.767490,18.445543,14.937488,17.461834,13.800778,6.244839,0.075143
gene5483,0.397579,0.862515,0.142910,0.889961,9.474461,0.746623,4.260748,0.000000,3.657312,1.196537,0.958547,0.132484,14.079420,0.000000
gene5484,2.529600,1.126037,0.958750,1.400039,1.831538,0.468576,1.383113,1.003514,1.199220,0.838524,0.622322,5.358624,6.284337,0.000000
gene5485,4.251701,6.034561,4.133623,6.177478,11.027986,1.297776,4.812855,13.031976,10.610250,4.407850,7.256829,2.256053,1.326405,0.024156
gene5486,16.384390,19.027740,29.825172,14.163239,10.388308,12.232547,16.782705,20.298375,11.333198,22.280987,25.673690,25.714918,17.212354,0.000000
gene5487,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5488,9.009338,17.980916,24.979046,15.250743,18.655736,7.301525,8.339169,15.106084,16.742717,23.636222,18.931675,18.431914,12.019070,0.000000
gene5489,0.672606,1.043172,2.736493,2.091106,7.111523,1.356666,2.083632,1.572041,0.833303,1.738714,2.477485,3.838850,0.000000,0.000000
gene5490,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.227155,0.000000,0.000000
gene5491,5.542158,7.831158,4.409866,5.858417,0.264898,0.321475,0.694908,10.320518,11.691211,1.890874,2.708496,9.412232,9.756350,0.382963
gene5492,0.742131,1.569690,0.121254,0.214381,3.622009,3.304484,0.547742,1.627490,2.821001,1.656033,1.897686,0.269779,10.900642,0.000000
gene5493,59.185362,48.603215,63.258297,62.002098,27.299161,87.310302,69.975820,78.355301,112.487244,69.435828,71.616443,103.920314,61.375589,367.152913
gene5494,0.016486,0.000000,0.553068,9.111996,3.775496,6.852166,0.107073,0.000000,0.000000,1.351193,3.643372,3.691576,8.829985,0.000000
gene5495,8.695676,3.501968,3.833915,0.252353,0.453570,9.296365,0.317294,8.422741,4.403096,2.064580,2.551910,2.930188,3.784360,0.000000
gene5496,28.528762,24.082090,23.534559,25.963624,30.850711,22.115315,32.825570,29.937754,26.105042,25.641520,27.763187,30.082942,54.303862,0.000000
gene5497,4.911116,1.763433,5.182222,4.996983,4.317928,1.397379,2.084209,6.477610,0.362991,4.002393,4.653203,0.632289,21.739636,0.675476
gene5498,8.181027,1.318856,0.926745,1.229451,0.092067,4.990814,0.000000,0.201147,0.000000,0.000000,0.119537,0.436180,4.609149,0.000000
gene5499,23.103874,24.064945,16.124437,19.999575,26.052085,25.001161,28.027443,13.825180,35.004101,23.355956,22.877133,36.148262,53.192485,0.281859
gene5500,84.934115,90.464582,73.079318,81.707417,122.540365,89.124595,109.063306,109.489425,93.254813,96.922553,99.748351,124.448078,119.783693,0.000000
gene5501,68.947975,28.089704,43.483785,26.806008,13.400425,11.917521,28.874050,42.684526,34.643308,33.524845,40.176415,10.793763,27.945484,0.098590
gene5502,29.067825,33.533318,22.955406,31.664598,37.696154,63.885634,82.084775,71.539033,95.409453,63.966877,51.961134,76.756959,119.996500,49.607363
gene5503,3.663037,4.264579,1.684038,0.867394,2.425134,0.420442,0.787658,1.625898,1.548684,2.405289,2.361541,1.226838,1.734356,0.000000
gene5504,1.340029,0.992691,0.791793,0.400367,0.094685,2.827128,0.059613,0.041371,0.788240,0.297775,0.762202,1.198911,0.000000,0.000000
gene5505,8.321998,4.035312,5.954752,4.354066,5.412686,4.782140,4.888029,7.012906,5.200269,7.568621,4.524713,1.874642,4.741991,0.065209
gene5506,2.767173,0.901111,0.588806,2.609035,1.357925,0.703126,1.861868,1.358068,2.011311,2.292614,2.150970,2.370545,12.922517,0.000000
gene5507,2.085743,1.807253,2.761815,3.063537,3.009268,3.866801,4.513634,0.515633,7.589324,3.554497,2.617709,3.517081,5.215670,0.048987
gene5508,4.127586,3.527577,4.289780,6.557496,7.622218,11.419939,4.295302,2.672573,5.848300,3.708990,4.260976,3.221981,15.040937,0.000000
gene5509,0.349300,0.000000,0.526758,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5510,154.147063,203.150872,185.408188,242.350341,127.327743,131.704777,214.396503,166.902990,249.234814,205.584356,191.661350,168.819400,57.188609,2.465835
gene5511,5.491417,0.502503,4.394605,2.928422,9.829243,1.077421,4.924116,17.086803,0.000000,5.353208,4.651954,15.403807,53.786829,0.000000
gene5512,8.753675,16.069664,15.144429,11.515914,3.164876,7.220744,17.733977,5.070467,11.288498,16.815743,18.984415,12.076746,0.724282,0.000000
gene5513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5514,10.596425,5.378429,6.684841,8.124958,10.472439,5.233178,7.585793,4.895126,8.877752,8.157254,9.821436,13.218849,10.391940,0.000000
gene5515,55.746091,58.177733,49.837887,53.081778,51.724133,91.804245,93.794439,64.603237,79.589858,98.289579,98.793246,94.116643,53.600610,0.000000
gene5516,1.397073,1.109041,1.268442,0.388482,0.429688,0.249866,1.254011,0.371583,0.241890,0.327831,0.174342,1.468914,1.478853,0.000000
gene5517,288.332216,336.297581,280.345130,261.511822,143.501139,123.287246,193.141637,190.315365,169.905673,178.993251,160.427313,129.242096,76.763137,3.258325
gene5518,6.591759,11.714535,7.999727,13.574831,6.566693,6.422576,1.316864,3.124281,5.187390,2.681091,3.353559,6.787619,15.194856,0.000000
gene5519,4.305818,1.569375,5.134929,0.625078,0.405706,0.025249,2.652534,0.000000,3.654226,1.343060,1.620788,1.693549,13.703680,0.000000
gene5520,11.046374,9.827961,13.503590,11.438345,8.223194,9.979725,4.071999,8.780966,17.115807,20.531748,16.644935,7.779704,5.154154,0.000000
gene5521,6.195458,9.036234,8.851417,12.289581,14.528543,9.911966,12.951165,2.719655,7.848854,10.459687,8.071654,3.844563,1.107417,42.139453
gene5522,285.771210,316.185147,311.105408,305.114919,260.153454,286.811085,301.042057,284.259654,273.461009,305.529908,293.076371,357.289775,20.214079,123.896698
gene5523,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5524,0.966415,6.221302,7.034408,3.827325,5.981823,4.174157,6.276849,2.395878,0.853081,6.868958,7.766620,7.664432,0.000000,0.000000
gene5525,0.000000,0.053156,0.013505,0.000000,0.000000,0.000000,0.000000,0.000000,2.555388,0.101041,0.022645,0.000000,0.049893,0.000000
gene5526,6.832402,16.682913,12.037480,16.698152,24.498968,15.957915,25.230104,7.699314,29.142372,24.744608,24.170206,35.742331,10.244058,0.000000
gene5527,1.100566,2.076162,3.288096,0.689108,0.309645,0.035788,8.215745,0.064426,3.240547,1.025057,0.775350,0.000000,0.000000,0.000000
gene5528,0.073656,0.023158,0.279466,0.000000,0.037993,0.000000,0.000000,2.960400,0.000000,0.015721,0.049328,0.000000,0.108682,0.000000
gene5529,26.824333,42.373541,40.740072,34.432923,73.976712,57.259817,53.177771,50.298283,50.407981,49.851236,54.597897,55.645011,55.343423,0.000000
gene5530,0.000000,0.000000,0.233510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5531,3.175302,4.558931,3.804545,3.555230,0.000000,0.509154,7.822715,0.000000,0.872053,2.163452,3.299791,0.562927,0.761646,0.000000
gene5532,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5533,0.067444,1.611567,3.205415,3.638743,0.000000,0.000000,1.095113,0.000000,0.000000,1.756240,3.794088,0.928925,0.000000,0.000000
gene5534,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.128973,0.000000,0.000000
gene5535,2.494479,1.289713,1.948259,0.063633,1.200897,4.256477,0.060006,0.000000,1.304857,0.615253,0.371240,9.186597,1.799451,0.000000
gene5536,0.248153,0.173004,0.038782,0.000000,0.000000,0.027015,1.716861,0.000000,0.000000,1.063938,1.387329,0.115048,0.000000,0.000000
gene5537,0.000000,0.000000,0.000000,0.113751,2.521568,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5538,0.000000,0.000000,0.000000,2.683472,0.000000,0.000000,0.000000,0.000000,0.000000,0.107884,0.507751,0.000000,0.000000,0.000000
gene5539,1.696629,0.015689,0.239158,0.000000,0.926615,0.000000,0.000000,0.112465,0.030911,0.000000,0.033419,0.000000,0.000000,0.000000
gene5540,0.577421,1.593067,0.380516,0.024856,0.000000,0.000000,0.562551,6.604468,0.321919,0.000000,0.000000,0.000000,0.127801,0.000000
gene5541,17.136215,17.531564,29.886664,23.170689,26.243288,20.021434,19.494643,20.360417,15.604948,11.237161,11.563191,38.214995,8.091928,0.070357
gene5542,0.275379,0.000000,0.000000,0.000000,23.861778,6.205802,5.365425,3.103323,2.558613,0.000000,0.000000,0.000000,841.130106,0.000000
gene5543,0.007582,0.000000,0.000000,0.000000,0.000000,0.037969,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.033562,0.000000
gene5544,63.373777,56.112703,71.153341,46.933888,66.454201,48.072363,37.625013,54.651068,50.225949,55.123355,57.370539,44.832641,72.093536,0.000000
gene5545,0.896000,1.522649,0.620745,0.478357,0.061966,0.050134,0.674607,0.022563,0.395345,0.230777,0.346962,0.280223,2.381960,0.052320
gene5546,34.573610,34.177191,31.008178,36.206456,19.263616,15.115179,24.481558,20.114899,22.758792,16.331106,23.328403,21.212977,33.178686,0.043077
gene5547,4.864624,1.121618,2.210563,3.325718,1.695112,1.190984,2.363819,4.044400,0.013393,0.110754,0.376467,1.027847,2.775468,0.043190
gene5548,0.000000,0.161630,1.349228,0.000000,0.075762,0.000000,0.000000,0.000000,0.000000,0.940514,3.147735,0.000000,0.000000,0.000000
gene5549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5550,100.511377,88.466886,147.266202,119.364573,131.878956,113.146344,144.929673,100.960011,110.303600,97.526822,85.051340,22.987993,167.807160,0.000000
gene5551,0.588451,0.854471,0.482411,0.000000,0.143776,0.678548,0.100578,0.000000,0.733837,0.366887,0.731144,0.866913,0.034274,0.046191
gene5552,18.949821,20.051328,14.714748,20.067420,33.905240,38.843351,25.571107,21.567724,21.194262,22.835831,23.021195,25.017350,21.659610,14.014564
gene5553,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5554,0.578058,0.925253,0.864105,0.321949,1.983976,0.267523,0.896342,0.300998,1.141684,2.554150,0.840757,0.933935,2.010042,0.000000
gene5555,14.488151,22.209403,17.100149,21.513102,41.492531,27.332948,26.477099,30.920064,35.333623,35.098520,33.646278,27.776740,9.217620,202.794996
gene5556,8.012254,12.930871,9.335279,11.414102,11.803729,21.914082,13.290658,37.739374,21.674066,10.260986,10.480864,14.956538,18.286399,0.859679
gene5557,10.320845,1.928356,2.702974,2.354941,6.981748,0.953200,0.595245,0.476655,0.838469,1.263969,2.549501,2.518306,58.044121,0.000000
gene5558,29.411660,45.887672,28.018781,51.307661,31.933282,21.087057,23.800249,6.905171,32.824580,13.255274,21.763911,49.657111,0.000000,2.147383
gene5559,1.122628,1.485863,2.842060,0.779450,0.000000,0.090676,0.117604,8.651447,0.000000,0.347832,1.127754,0.000000,5.610652,0.000000
gene5560,0.276497,1.154977,2.910606,0.646143,0.916830,0.098903,9.107390,0.000000,22.424923,1.694618,4.166348,4.949023,11.802406,0.000000
gene5561,0.000000,0.014409,0.000000,0.000000,0.047277,0.000000,0.000000,0.000000,0.000000,0.019564,0.000000,0.000000,0.000000,0.045945
gene5562,6.139689,4.983606,5.319117,2.857135,7.091116,4.066084,5.010442,0.350949,0.785460,2.646944,3.275281,5.199437,0.098471,0.000000
gene5563,0.010167,0.000000,0.000000,0.000000,0.000000,0.025457,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5564,7.970674,16.428572,11.662242,15.522975,17.583339,25.492840,20.065833,15.733851,24.173916,21.388879,21.979232,14.431340,19.216215,0.000000
gene5565,0.000000,0.000000,0.354137,0.000000,0.000000,0.000000,0.061267,0.000000,0.000000,0.024161,0.000000,0.000000,0.000000,0.000000
gene5566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5568,797.124343,722.438587,702.441702,771.885150,803.637288,700.734104,667.668353,653.964187,766.936726,675.461280,567.725706,547.940658,1128.720815,531.098598
gene5569,1461.139915,1933.936602,1939.196726,2079.683523,2334.361482,2589.242998,2117.512818,1759.101410,1908.847974,1755.664604,1616.315024,1616.729659,2527.245954,2474.475405
gene5570,594.553117,686.188393,681.617027,768.233338,735.507553,770.433906,727.681113,713.578042,797.965484,821.702709,685.583867,674.053136,1263.974395,1009.549207
gene5571,0.193704,1.166309,1.618730,0.433712,3.259888,0.000000,4.123794,0.000000,2.212795,0.000000,0.000000,1.861805,0.000000,0.000000
gene5572,0.000000,0.000000,0.312740,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5573,21.353647,15.363156,16.503820,13.938583,23.219904,14.444279,25.167606,24.187879,25.558041,27.275864,24.515604,14.219846,5.148666,1.029372
gene5574,33.949345,23.733148,32.571920,56.061973,42.653403,39.099417,9.238849,12.538582,6.226816,16.678567,14.099012,3.454940,32.182961,0.000000
gene5575,23.064267,36.030063,38.806839,39.915158,39.195663,78.989383,27.639290,44.518652,48.205277,48.286697,44.354093,60.516890,67.636296,43.280534
gene5576,0.000000,0.000000,0.459903,0.000000,0.000000,0.576654,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5577,89.611773,80.233444,45.970560,67.166424,28.626535,24.160643,34.920311,26.461873,19.447741,47.823814,53.968766,10.368230,26.692933,0.037324
gene5578,45.582522,56.144429,64.960532,91.693039,110.342060,101.734934,108.856923,88.309711,110.428916,113.141706,109.795556,69.523866,105.103353,0.000000
gene5579,6.475432,0.246282,2.502792,2.337892,6.303064,0.784539,0.000000,0.941555,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene5580,236.727055,231.556684,287.840887,314.015796,141.100173,105.375968,22.778354,126.465691,32.587210,110.038484,126.830944,11.686480,31.048823,716.573859
gene5581,1184.425485,958.637161,1167.381158,1031.769238,871.637901,579.371054,757.200257,727.363094,681.382501,773.926668,694.264688,268.894370,1931.769929,1045.138810
