geneName,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell,4cell
gene6450,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6451,0.098574,9.503593,0.352897,0.000000,0.000000,14.036851,21.685015,0.000000,0.000000,0.000000,0.000000,0.000000,14.385689,10.597955
gene6452,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6453,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6454,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6455,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.039107,0.000000,0.000000,0.000000
gene6456,0.000000,0.000000,0.037232,0.000000,0.000000,6.281408,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6457,0.039993,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.595811,0.000000,25.798524
gene6458,0.029206,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6459,7.265984,6.840119,3.663432,8.772314,0.613088,11.506568,0.000000,1.347507,8.354694,18.578977,1.383069,1.536146,4.762215,1.633862
gene6460,0.000000,0.028465,0.000000,0.000000,0.153084,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.680065,0.000000
gene6461,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6462,128.098931,322.510780,76.097131,220.569595,198.362299,98.012604,191.728917,127.302096,114.420023,158.494063,184.332723,52.050231,204.455892,210.842301
gene6463,51.335639,44.457967,296.858268,151.813873,50.878203,105.252594,176.209651,255.105045,125.074289,448.306280,92.101788,213.971219,292.270809,128.315482
gene6464,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6465,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6466,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6467,140.884416,246.344274,203.185395,301.169398,235.768317,310.988255,296.654004,436.145698,231.179139,346.729624,167.283521,458.530021,300.286270,257.424043
gene6468,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6469,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6470,0.000000,0.000000,0.000000,8.547712,0.000000,0.000000,1.925549,0.161601,0.000000,0.000000,0.205902,0.000000,0.000000,0.000000
gene6471,0.020101,19.653801,0.000000,3.775099,0.000000,0.414566,0.218616,0.000000,0.085253,0.024553,0.000000,0.000000,0.000000,0.000000
gene6472,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6474,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6475,0.000000,0.000000,0.000000,0.083369,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6476,0.000000,0.000000,4.137608,0.000000,0.061140,0.025797,1.229264,0.673563,1.287326,0.021390,2.459708,9.596004,1.633107,0.000000
gene6477,0.000000,2.201167,0.077508,0.000000,2.192146,3.189357,0.102747,0.023793,0.330561,0.550063,0.920845,0.461380,0.578807,1.387477
gene6478,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6479,0.000000,25.608678,0.000000,10.427086,1.379962,0.155263,1.198372,9.193920,9.834115,8.368094,6.917911,19.251996,12.859929,4.739965
gene6480,45.359178,23.634452,11.399312,24.898613,22.382233,7.327681,22.230457,7.195941,8.495374,8.526947,14.972961,17.603036,7.403284,26.938953
gene6481,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.010187,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6482,76.920262,30.017427,33.858727,82.250142,24.677442,72.855256,101.598226,34.942892,70.375553,56.896074,58.914896,37.404013,102.684058,54.077721
gene6483,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6484,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6485,0.000000,0.000000,0.000000,0.590760,0.000000,1.528164,0.406388,7.394130,2.102966,3.825256,1.233314,0.347591,0.121690,5.336473
gene6486,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6487,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6488,10.778825,7.619411,31.731865,0.000000,0.859637,8.866093,10.765034,0.601292,3.558133,0.000000,32.249687,24.707736,17.433992,2.076137
gene6489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6490,2.322395,0.000000,0.377923,0.000000,4.717764,3.234599,0.000000,0.000000,2.537060,0.000000,1.330352,0.000000,0.032816,2.729816
gene6491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6492,0.000000,0.000000,1.596976,7.052494,0.000000,18.399697,5.586529,12.606002,0.000000,12.194883,0.000000,0.000000,5.678897,0.298533
gene6493,63.178177,132.837446,142.326721,100.140397,68.112390,65.805931,51.391297,117.622468,97.403459,62.534185,74.058149,54.236876,75.822149,125.744013
gene6494,52.571864,1.888424,30.468423,0.000000,12.318494,8.014355,4.420307,33.298142,16.220022,10.527219,45.396303,14.348717,28.801018,31.189102
gene6495,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6496,0.000000,0.000000,20.929814,1.225389,1.275760,1.480241,5.418987,7.654729,4.649078,41.173002,28.300230,34.298726,3.833590,2.952745
gene6497,0.039314,0.000000,0.035187,0.000000,0.000000,0.000000,0.019435,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.055252
gene6498,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.278737,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6499,0.046997,14.691630,6.982466,57.134345,51.606548,31.085753,5.901275,10.652690,111.688223,19.862668,0.000000,1.073085,17.824077,7.661812
gene6500,0.000000,0.000000,0.214177,0.000000,0.052220,0.000000,0.029575,0.000000,0.000000,0.657682,0.000000,5.084499,0.046494,0.924864
gene6501,0.000000,0.000000,0.000000,11.444073,0.000000,0.000000,8.762458,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6502,0.036825,3.143882,4.789970,2.614018,5.678657,0.687138,3.259749,0.050587,10.672358,0.839644,0.080569,12.331968,9.487163,6.106922
gene6503,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6504,1.645800,0.022261,10.679329,15.101787,12.729681,0.033673,0.203403,0.094204,38.197068,8.488050,0.060015,8.756719,13.821016,1.799013
gene6505,60.674233,0.000000,29.534748,38.594277,88.591249,18.627968,6.031848,5.218930,18.268848,4.606658,0.072806,5.768874,39.525024,0.000000
gene6506,5.844464,6.204169,32.029790,82.116863,103.287139,2.040215,64.823317,11.567507,26.510577,35.390282,30.289294,3.162241,60.145687,26.354392
gene6507,77.236745,51.787309,67.474968,105.162639,56.443077,34.436004,10.705615,89.629795,24.535194,5.253348,82.528795,19.896607,53.872063,92.300464
gene6508,979.591448,1197.095048,1822.013576,859.540459,772.231873,964.858765,1206.237705,1765.229557,1066.006787,1994.306188,1283.158186,1260.672723,1285.510269,1077.098824
gene6509,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6510,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6511,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.137586,0.000000,0.000000,0.000000,0.000000,0.088260,0.000000,0.000000
gene6513,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6514,74.836853,26.885254,15.089280,72.560032,26.488918,47.154112,17.757133,39.468927,9.699364,47.565172,128.827099,31.603762,31.591713,0.131634
gene6515,0.173375,11.683344,0.496531,0.000000,6.476807,0.051080,0.000000,0.047632,0.060461,0.042353,17.661163,0.000000,0.000000,0.000000
gene6516,0.051880,0.101038,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.476714,0.000000,0.080635,0.000000
gene6517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6518,0.011768,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.016166,0.000000,0.000000,0.015449,0.000000,0.000000,0.000000
gene6519,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.076756,0.000000
gene6521,0.000000,0.000000,0.150402,0.000000,0.000000,0.000000,1.993775,0.000000,0.000000,0.000000,0.073534,0.000000,0.000000,0.000000
gene6522,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6523,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6524,5.167965,0.383861,11.289101,24.601988,0.917490,23.936194,16.115502,0.060165,1.362161,4.119252,10.923782,15.000009,1.123226,2.000428
gene6525,0.043162,0.000000,45.429286,23.883669,104.886899,16.849568,52.063077,50.221143,52.110518,82.562171,33.769717,36.792452,39.045238,1.516496
gene6526,20.544983,45.716207,62.288164,65.964310,102.296440,7.939100,49.199727,35.137831,55.885288,85.510510,12.569327,137.140893,32.996626,21.837805
gene6527,191.763445,190.443820,184.207733,324.062377,72.756127,260.533728,255.211381,260.937111,122.445711,376.711355,288.631817,236.406280,296.238432,90.636187
gene6528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6529,0.000000,0.000000,0.090875,0.000000,0.000000,0.000000,0.000000,0.000000,0.023924,0.000000,0.000000,0.000000,0.000000,0.000000
gene6530,0.131510,23.863643,0.000000,0.000000,0.688740,0.000000,7.237997,0.000000,2.540889,23.559931,21.810024,10.342730,24.597316,61.853799
gene6531,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025311,0.000000,0.000000,0.000000,0.000000,0.000000,1.870206,0.000000
gene6532,0.000000,7.455249,0.000000,0.000000,0.000000,0.000000,0.000000,0.051051,0.000000,0.000000,10.098425,0.000000,0.115525,1.984664
gene6533,11.774459,51.305667,4.188296,151.874715,105.807070,108.631205,97.535502,10.783349,0.213410,34.849638,258.209780,102.253419,18.536140,136.202006
gene6534,0.000000,39.380098,1.251081,14.900801,6.100673,5.000958,30.405319,7.543882,62.814359,151.718450,23.986364,5.826085,15.674674,2.385494
gene6535,0.000000,0.000000,0.000000,0.000000,0.000000,0.568356,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6536,18.465725,87.841924,14.902368,32.643187,11.911147,0.276636,14.915304,17.198012,0.265481,56.121657,0.000000,14.451267,26.756104,0.000000
gene6537,409.938952,131.488236,339.613474,355.316918,322.688584,342.000881,412.881055,586.537723,325.970955,564.336199,445.799342,428.093529,524.353800,283.057301
gene6538,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.063292,0.000000
gene6539,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057910,0.000000
gene6540,59.603121,38.393349,23.771038,55.669420,11.138756,41.647513,94.422043,33.706526,33.074532,29.970924,12.938519,11.317945,12.013821,44.471399
gene6541,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6542,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6543,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6544,0.000000,31.027469,1.939835,16.354447,36.985790,0.319286,0.053573,0.000000,0.000000,0.000000,0.000000,8.935301,22.739737,25.967609
gene6545,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6547,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6549,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6550,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6551,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6552,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6553,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6554,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6555,0.000000,0.000000,0.000000,2.039769,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.709603
gene6556,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6557,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6558,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025917,0.000000,0.000000,0.000000
gene6560,17.207711,30.697626,21.214430,55.231003,69.216546,106.839104,55.788479,155.407715,130.165527,56.740170,104.622535,91.294793,67.464645,84.621798
gene6561,1.824666,46.334118,4.164401,13.028985,11.892208,0.000000,3.983991,0.146219,3.998371,8.116585,5.269724,2.893232,14.558900,4.615913
gene6562,62.921522,236.770804,264.855834,132.694002,332.797970,284.202601,57.444242,175.607605,301.286203,139.065939,186.325174,403.513724,217.055398,242.336412
gene6563,3.082779,6.302274,17.649989,7.280401,0.472445,18.806782,9.039260,0.210130,18.713796,5.059107,18.689960,17.403230,24.946023,15.114347
gene6564,0.000000,15.339121,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.784123
gene6565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.083355,0.000000
gene6567,0.021536,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6568,0.000000,0.601433,0.000000,0.776682,0.067384,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6569,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6571,22.482128,58.201761,73.642756,25.347827,31.104158,58.194995,49.784851,34.786778,71.054122,27.232804,100.034745,91.412386,77.557631,45.874204
gene6572,25.635247,32.057379,49.202053,38.984627,49.487657,51.714590,43.744572,47.404565,63.394123,48.461122,42.084929,57.636256,64.449124,43.097847
gene6573,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.754287
gene6574,0.563091,13.886619,8.093229,17.217868,0.318035,32.302154,3.340417,0.318516,0.140482,8.840389,8.652963,12.941087,2.599963,12.638681
gene6575,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6577,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6578,29.689621,10.634111,1.133123,37.735644,0.221019,1.725195,44.499851,27.218678,13.155525,2.938271,31.661498,25.374465,7.035194,11.476480
gene6579,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6580,0.196025,0.657542,1.715459,0.328699,0.190117,12.417183,0.021535,2.633026,14.656953,14.951848,22.931095,16.466638,15.640705,28.253500
gene6581,0.000000,41.466672,10.362726,39.373905,2.739124,17.215844,7.542595,40.284144,0.000000,5.815723,32.529569,5.215966,18.248892,45.775121
gene6582,0.965041,0.882251,0.634559,8.024878,11.036388,0.406177,12.208960,0.027055,0.640382,11.258391,4.007360,0.000000,0.336731,0.581247
gene6583,16.446138,19.116705,25.901606,1.325477,0.881642,16.626040,2.453190,0.573112,2.421279,4.237690,33.061880,17.714519,0.682587,84.430656
gene6584,0.000000,0.000000,0.000000,0.000000,0.048411,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.038973
gene6585,0.000000,0.000000,0.000000,0.000000,0.000000,0.132868,0.044588,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6586,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
gene6587,2.313191,21.898425,44.247416,36.765247,1.502608,6.775680,20.490685,19.034747,24.146550,23.731331,27.231648,35.561837,18.031137,28.304586
